ID,item_cnt_month
0,0.23235192477992747
1,0.0
2,0.7321378685895793
3,0.4102454969874796
4,0.0
5,0.3557732249055802
6,0.7710100188338869
7,0.09729632682614664
8,0.25024981716546524
9,0.0
10,0.9732316226857352
11,0.17146953545753865
12,0.08964843395604166
13,0.4187307040764466
14,0.7164299994619928
15,1.8188358234025725
16,0.0
17,0.09729632682614664
18,1.4305865375975306
19,0.1823310953104507
20,0.18796923236544277
21,0.0
22,0.7609050655175204
23,0.1731073997599254
24,0.6225807359097042
25,0.0
26,0.0
27,0.17309558858727522
28,0.7481524691044774
29,3.5444207213294283
30,0.47069786247653816
31,0.0
32,0.6957797864103564
33,0.44000126954239993
34,0.08359526499465589
35,0.0938201400658581
36,0.0938201400658581
37,0.718458413103777
38,0.09060647308305107
39,0.09060647308305107
40,0.7076424545577834
41,0.7087431942375275
42,1.2851798413941418
43,1.0731061378205942
44,0.6701481613072638
45,0.0
46,0.3723136639161961
47,0.24411199430663255
48,0.41133358465928704
49,0.21451592398041255
50,0.6810097211601759
51,0.6701481613072638
52,0.38297474594306297
53,0.16646371206524838
54,4.887568929487556
55,3.1336108929156103
56,0.9095667774393192
57,0.4180890724935799
58,6.453387081589024
59,5.7806804650671255
60,4.085735003379614
61,0.09209536761234091
62,0.08960226790762305
63,0.17254558823573604
64,0.0
65,0.0
66,0.11754938551264664
67,0.09209536761234091
68,0.4118726392700717
69,0.08923948274907072
70,0.0
71,3.2367146740601576
72,0.08839314562796531
73,0.23174451194881984
74,0.0
75,0.0
76,0.09729632682614664
77,0.0
78,0.23479942317772703
79,1.4676865418284062
80,0.7882794382769334
81,0.9660031130768405
82,0.47570368586882844
83,0.101370402765038
84,0.21494504805386672
85,0.21247396767526122
86,0.18292800020218633
87,0.08960283264912339
88,1.5529465702934464
89,0.43209848150011876
90,0.4398939516812616
91,0.3424185653479501
92,1.505141645146193
93,0.08123380775942891
94,0.37666914226594905
95,0.08964843395604166
96,0.08349763482373082
97,0.09963756498081103
98,0.42622730013799853
99,0.6306391434954456
100,1.3583488212315902
101,2.652146639075648
102,0.09974326048244589
103,2.6173947308186505
104,0.09209536761234091
105,0.0
106,0.0
107,0.4716650891553701
108,0.08964843395604166
109,0.0
110,0.10647385632825335
111,0.0
112,0.0
113,0.0
114,0.08928508405598899
115,0.17560049946464326
116,0.0
117,0.08960283264912339
118,3.922890519536227
119,0.0944328757095489
120,0.0944328757095489
121,0.0944328757095489
122,0.10208076857965388
123,0.109622965948124
124,0.10208076857965388
125,0.6101214288987004
126,0.0
127,0.07881558131223153
128,0.0
129,0.23244955495085254
130,1.394856206733261
131,0.0
132,4.265645316369649
133,5.824471581076514
134,0.0944328757095489
135,2.674145791985083
136,0.7649325703350001
137,0.0
138,1.8445888104574986
139,0.0
140,0.17254558823573604
141,0.23179011325573812
142,0.08964843395604166
143,0.7034994556570688
144,0.0
145,0.0
146,0.0
147,0.08964843395604166
148,0.0
149,0.0
150,0.08885072028101346
151,0.0
152,7.707297958264282
153,0.2215879950979405
154,0.0
155,0.08904045638343373
156,0.23244955495085254
157,0.17320502993085046
158,0.07883833822563611
159,0.08582678940062671
160,0.0
161,0.08712291587745088
162,0.0
163,0.6767717729650294
164,0.352718313676673
165,0.08960283264912339
